CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,
Barre,City Hall Park,,VT,US,2020-09-12,,,,,,,The Black Perspective,"against racism, against police inaction on missing person case",1,rally,,,,,1,1,https://www.facebook.com/events/3395821200480758/,,,Rally 4 #JusticeForRalph,,
Batavia,Batavia City Hall,,NY,US,2020-09-12,several,3,,3,,,general protesters,against COVID-related restrictions on visitations to nursing homes,0,protest,,,,,1,1,https://www.wkbw.com/news/local-news/protests-in-batavia-over-lack-of-visitation-at-nursing-homes,,,Save Our Seniors,,
Binghamton,85 Walnut St,,NY,US,2020-09-12,,,,,,,100 Black Men of Broome County; Unite Chenango; Occupy Binghamton; Progressive Leaders of Tomorrow,"against racism, against police violence",1,rally; march,,,,,1,1,https://www.facebook.com/events/2405809599720742/,,,,,
Boston,Massachusetts State House,,MA,US,2020-09-12,,,,,,,New Sons and Daughters of Liberty,"against government overreach, for freedom",0,rally,,,,,1,1,https://www.facebook.com/events/311038556672526/,,,Enough Is Enough Rally,,
Charleston,White Point Gardens,,SC,US,2020-09-12,,,,,,,,,,,,,,,1,1,https://abcnews4.com/news/local/charleston-police-say-several-protests-planned-in-city-this-weekend,,,,,
Charlotte,First Ward Park,,NC,US,2020-09-12,,,,,,,Charlotte Uprising,against police dismantling of jail support encampment,0,march,1,,,,1,1,https://www.wbtv.com/2020/09/12/protesters-march-charlotte-second-night-after-jail-support-station-taken-down-by-deputies/,,,,,
Charlottesville,University of Virginia,,VA,US,2020-09-12,,,,,,,University of Virginia women's soccer team,"against racism, against police violence",1,protest,,,,,1,1,https://dailyprogress.com/sports/uva-student-athletes-use-platforms-to-protest-racial-injustice/article_9ba2ae7e-1ede-548c-a8b2-134f4292bbbf.html,,,Players took a knee during the anthem before game against Virginia Tech.,,
Chicago,"Addison and Halsted, Boystown",,IL,US,2020-09-12,,,,,,,"Tikkun Chai Inter-National; Chicago Activist Coalition for Justice; Mi Hogar, Southwest Chicago; Pilsen-Humboldt Park Anti-Gentrification Group; Black Lives Matter in Wheeling","against racism, against police violence",1,march,,,,,1,1,https://www.facebook.com/events/313650623142239/,,,Black Lives Matter March: Shutdown Our Addison Wrigleyville,,
Chicago,University of Illinois Hospital,,IL,US,2020-09-12,more than 800,800,,800,,,Illinois Nurses Association,"for better pay and workplace conditions for nurses at the UIC hospital, against outsourcing hospital jobs",0,strike; picket,,,,,0,1,https://news.wttw.com/2020/09/12/uic-nurses-launch-7-day-strike-seiu-workers-join-forces-monday,https://www.nbcchicago.com/news/local/healthcare-workers-join-uic-nurses-on-picket-line-during-strike/2338530/,https://workdayminnesota.org/healthcare-workers-are-leading-the-largest-strike-ever-at-the-university-of-illinois-chicago/,,,
Cincinnati,Washington Park,,OH,US,2020-09-12,,,,,,,general protesters,"against President Trump, against racism",1,counter-protest,,,,,1,1,https://www.facebook.com/events/672976943297956/,,,Trump's a POS counter protest,,
Clayton,outside home of County Executive Sam Page,St. Louis,MO,US,2020-09-12,,,,,,,student athletes; parents ,against postponing high school football season to spring due to COVID-19 pandemic,0,protest,,,,,1,1,https://www.ksdk.com/article/news/health/coronavirus/our-voices-collectively-have-been-heard-parents-plan-petitions-and-protests-against-st-louis-county-sports-restrictions/63-f33f700c-8fd7-4fa1-b595-6528d60ea00c,,,,,
Columbus,Columbus City Hall,,IN,US,2020-09-12,,,,,,,"Showing Up for Racial Justice - Columbus, IN","against President Trump, against racism, for LGBTQ rights, for disabled people's rights",1,counter-protest,,,,,1,1,https://www.facebook.com/events/345102793465756/,,,Shade the Trump Parade: Counter-Protest of Trump Train Car Parade in Mike Pence's Hometown,,
Craigsville,,,VA,US,2020-09-12,,,,,,,general protesters,for release of Christopher Bennett from prison,0,rally,,,,,1,1,https://www.whsv.com/2020/09/13/free-christopher-bennett-rally-held-in-craigsville/,,,,,
Danville,from Gilbert and Fairchild St to 201 N Vermilion St,,IL,US,2020-09-12,,,,,,,general protesters,"against racism, against police brutality",1,march,,,,,1,1,https://www.facebook.com/events/1571663763027253/,,,,,
Denver,,,CO,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.cpr.org/2020/09/12/armored-groups-are-playing-late-night-cat-and-mouse-at-downtown-denver-protests/,,,,,
Eastchester,,,NY,US,2020-09-12,,,,,,,general protesters,"for police, Back the Blue",2,rally,,,,,1,1,http://yonkerstimes.com/back-the-blue-rally-held-in-eastchester/,,,,,
Elizabeth,,,PA,US,2020-09-12,count pic,25,,30,,,general protesters,"against racism, against police violence",1,march,,,,,1,1,https://twitter.com/DannysMarrero/status/1304861986342268928,,,,,
Elizabeth,,,PA,US,2020-09-12,count pic,10,,15,,,general protesters,against Black Lives Matter protest,2,counter-protest,,,,,0,1,https://twitter.com/DannysMarrero/status/1304861986342268928,,,"Counter-protesters were armed, shadowed BLM marchers.",,
Fort Myers,Edison Mall,,FL,US,2020-09-12,,,,,,,Rescue33,for change,0,march,,,,,1,1,https://www.facebook.com/events/327643468587010/,,,,,
Fort Washington,Indian Head Highway near police station,,MD,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence, for LGBTQ+ rights",1,protest,,,,,1,1,https://www.washingtonblade.com/2020/09/16/lgbtq-black-lives-matter-activists-protest-alleged-police-brutality-in-pg-county/,,,,,
Jersey City,9/11 Memorial,,NJ,US,2020-09-12,dozens; about 60,24,,60,,,Patriot Project,"against defunding police, against Black Lives Matter, against socialism",2,rally,,,,,1,1,https://www.nj.com/hudson/2020/09/dozens-rally-in-jersey-city-against-defunding-police-departments.html,,,,,
Johnson City,Johnson City Police Department,,TN,US,2020-09-12,,,,,,,general protesters,"against racisn, against police violence",1,march,,,,,1,1,https://www.johnsoncitypress.com/news/local-news/demonstrators-take-to-streets-after-black-lives-matter-supporter-run-over-during-saturday-march/article_1f205be0-f61f-11ea-84d7-0f085aac4b93.html,https://www.johnsoncitypress.com/news/crime/update-police-seek-person-of-interest-after-black-lives-matter-demonstrators-run-over-in-crosswalk/article_b8dbc394-f563-11ea-8dbd-13d92249a24f.html,,,,
Joplin,"Leonard Park, 500 Turk Ave",,MO,US,2020-09-12,,,,,,,Joplin for Justice,"against racism, for justice",1,rally,,,,,1,1,https://www.facebook.com/events/679683582714528/,,,Joplin for Justice Rally for Justice,,
Kalamazoo,Kalamazoo Department of Public Safety,,MI,US,2020-09-12,count video,20,,30,,,general protesters,"against racism, against police violence, for police reform",1,demonstration,,,,,1,1,https://wwmt.com/news/local/activists-announce-bi-weekly-protests-demanding-accountability-from-kdps,,,Protesters said they planned to repeat this demonstration every Wednesday and Saturday.,,
Kingwood,Preston County Courthouse,,WV,US,2020-09-12,about 50 people,50,,50,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.wvnews.com/news/wvnews/well-armed-black-lives-matter-rally-held-in-kingwood-morning-event-included-plenty-of-venom/article_25ac7d1d-13d5-5639-a0fc-dc2eb90370e6.html#,https://twitter.com/northwvmp/status/1305000100402524162,,Protesters and counter-protesters openly carried firearms.,,
Kingwood,Preston County Courthouse,,WV,US,2020-09-12,about 75,75,,75,,,general protesters,"against Black Lives Matter, for police",0,counter-protest,,,,,0,1,https://www.wvnews.com/news/wvnews/well-armed-black-lives-matter-rally-held-in-kingwood-morning-event-included-plenty-of-venom/article_25ac7d1d-13d5-5639-a0fc-dc2eb90370e6.html#,https://twitter.com/northwvmp/status/1305000100402524162,,Protesters and counter-protesters openly carried firearms.,,
Lake Buena Vista,Walt Disney World,,FL,US,2020-09-12,count pic,6,,6,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.espn.com/nba/story/_/id/29873317/protesters-block-charter-buses-nba-orlando-bubble,https://www.foxnews.com/sports/protesters-buses-returning-nba-game-lebron-james-help,,,,
Lexington,Main St,,NC,US,2020-09-12,,,,,,,general protesters,for President Trump,2,parade,,,,,1,1,https://www.the-dispatch.com/story/news/2020/09/25/trump-parade-arrests-latest-escalation-tensions-lexington-protests/5862974002/,,,,,
Lexington,Main St,,NC,US,2020-09-12,,,,,,,general protesters,"against President Trump, against Confederate monument",1,counter-protest,4,,,,0,1,https://www.the-dispatch.com/story/news/2020/09/25/trump-parade-arrests-latest-escalation-tensions-lexington-protests/5862974002/,https://www.the-dispatch.com/story/news/2020/09/13/4-arrested-lexington-rally/5787886002/,,,,
Los Angeles,10900 S Budlong Ave,,CA,US,2020-09-12,,,,,,,Latino Coalition of Los Angeles; Party for Socialism and Liberation - Los Angeles; Coalition for Community Control Over the Police,"against police brutality, for resignation of Sheriff Alex Villanueva, for civilian control board overseeing LA County Sheriff's Department",1,demonstration; march,,,,,1,1,https://www.facebook.com/events/326553981882137/,,,March on sheriff station for Dijon Kizzee,,
Lynnfield,55 Summer St,,MA,US,2020-09-12,,,,,,,Lynnfield 4 Love,"against racism, against police violence",0,rally,,,,,1,1,https://www.rallylist.com/show-up-black-lives-matter/,,,,,
Lynwood,St. Francis Medical Center,,CA,US,2020-09-12,,,,,,,general protesters,against police,1,protest,2,,,,1,1,https://www.foxnews.com/us/protesters-hospital-los-angeles-sheriffs-deputies-ambushed,,,,,
Madison,"Gordon Dining Hall, University of Wisconsin",,WI,US,2020-09-12,,,,,,,BIPOC Coalition,"against university's response to the coronavirus, against racism",0,rally,,,,,1,1,https://wkow.com/2020/09/12/uw-madison-students-protests-universitys-coronavirus-response/,,,,,
Milwaukee,"Martin Luther King Jr. Peace Place, 1401 W Vliet St",,WI,US,2020-09-12,roughly 100,100,,100,,,All of Us or None Wisconsin,"against racism, against police violence, for justice for Jacob Blake",1,march; rally,,,,,1,1,https://www.facebook.com/events/957002054785453/,https://www.jsonline.com/story/news/local/milwaukee/2020/09/12/were-taking-our-cities-back-protesters-march-milwaukee-demanding-justice/5778678002/,,,,
Minnetonka,Minnetonka City Hall,,MN,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence, for police reform, against criminalizing mental health issues and addiction",1,march,,,,,1,1,https://www.facebook.com/events/2657236167873298/,,,,,
Moline,"The Captain's Table Moline, 4801 River Dr",,IL,US,2020-09-12,,,,,,,general protesters,"against pedophelia, against child sex trafficking, #SaveOurChildren",0,protest,,,,,1,1,https://www.facebook.com/events/680350222570620/,,,,,
Muskegon,Rowan Park,,MI,US,2020-09-12,,,,,,,Black Lives Matter Muskegon,"against racism, against police violence",1,protest; march,,,,,1,1,https://www.facebook.com/events/3253806374711367/,,,In Defense of Black Lives Protest and March,,
New York,Brooklyn; Prospect Park,,NY,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109570,,,1p,,
New York,Brooklyn; Betsy Head Playground,,NY,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109570,,,,,
New York,Brooklyn; Prospect Park,,NY,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109570,,,5p,,
New York,Brooklyn; McCarren Park,,NY,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,vigil,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109570,,,,,
New York,Manhattan; Marcus Garvey Park,,NY,US,2020-09-12,,,,,,,Warm NYC; NYC Justice League,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109571,,,,,
New York,Manhattan; 133rd between 7th and Lenox,,NY,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109572,,,,,
New York,Manhattan; Washington Square Park,,NY,US,2020-09-12,,,,,,,Refuse Racism NYC; NYC Marchers; Black Advocacy Movement,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109573,,,,,
New York,Manhattan; Carl Schurz Park,,NY,US,2020-09-12,,,,,,,UES 4 BLM,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109574,,,,,
New York,Queens; 31st ave and 35th street,,NY,US,2020-09-12,,,,,,,Court Square Justice,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109575,,,,,
New York,Queens; Roy Wilkins Park,,NY,US,2020-09-12,,,,,,,Jamaica Youth NAACP,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109576,,,,,
New York,Queens; Jamaica Ave and Parsons Blvd,,NY,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1304744065104109577,,,,,
New York,Bronx; 45 Goble Place,,NY,US,2020-09-12,around 100,100,,100,,,BREATHE; BLM Greater NY; Stand for the People ,"against racism, against police violence",1,protest; march,6,,,,0,1,https://nypost.com/2020/09/13/blm-protesters-clash-with-nypd/,https://twitter.com/ScooterCasterNY/status/1304956802505871360?s=20,https://abc7ny.com/black-lives-matter-protest-blm-gwb/6420623/,,,
New York,Manhattan; GW Bridge,,NY,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://twitter.com/protest_nyc/status/1304931759927242757,,,,,
New York,Manhattan; Washington Square Park,,NY,US,2020-09-12,,,,,,,V for Veganism,"for animal rights, against animal agriculture",0,march; demonstration,,,,,0,1,https://www.facebook.com/events/404381103872445/,,,3rd annual March of Silence,,
Penfield,Harris Walen Park,,NY,US,2020-09-12,several hundred,300,,300,,,general protesters,"against racism, against police violence",1,rally,,,,,1,1,https://www.facebook.com/events/344428343410086/,https://www.democratandchronicle.com/story/news/2020/09/12/rallies-racial-justice-rochester-monroe-county-daniel-prude-lysenko-cuomo-penfield/5779612002/,,Black Kids Matter,,
Philadelphia,Malcolm X Park,,PA,US,2020-09-12,,,,,,,Protect the Protesters,"for racial justice, against police brutality, for promotion of Black-owned businesses",1,rally,,,,,1,1,https://www.facebook.com/events/2767637366846859/,,,,,
Pittsburgh,"from Bakery Square through East Libery, Friendship, and Shady Side neighborhoods",,PA,US,2020-09-12,hundreds,200,,200,,,"Black, Young, and Educated","against racism, against police violence, for resignation of mayor",1,march,,,,,1,1,https://triblive.com/local/activists-call-for-action-beyond-protesting-at-final-civil-saturday-march-for-social-justice-in-pittsburgh/,,,last of Civil Saturdays marches,,
