CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2-Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
Los Angeles,Hollywood,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,https://ktla.com/news/save-the-post-office-rallies-draw-protesters-in-ca-and-nationwide/,,Save the Post Office Saturday,
Los Angeles,South Pasadena,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,https://ktla.com/news/save-the-post-office-rallies-draw-protesters-in-ca-and-nationwide/,,Save the Post Office Saturday,
Los Angeles,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Los Angeles,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Louisville,,,KY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Louisville,,,CO,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lunenburg,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lutherville Timonium,,,MD,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lynbrook,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lynnfield,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Lynnwood,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Madison,,,WI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Mahopac,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Malibu,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Malvern,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Manchester,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Manchester,,,NH,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Mandan,,,ND,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Mankato,,,MN,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Mars Hill,,,NC,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Marysville,,,OH,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Maryville,,,TN,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Mattapoisett,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Mc Henry,,,MD,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
McAdoo,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Medford,,,OR,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Media,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Mercer Island,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Mesa,,,AZ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Metuchen,,,NJ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Miami,,,FL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Miami,,,FL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Middle Village,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Middleburg,,,FL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Middleton,,,WI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Midland,,,MI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Milton,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Milwaukee,,,WI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Minocqua,,,WI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Miramar,,,FL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Monmouth,,,OR,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Montclair,,,NJ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Montesano,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Montgomery,,,AL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Monticello,,,MN,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Montpelier,,,VT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Montrose,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Montrose,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Morris,,,IL,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Morrison,,,CO,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
